ID;NOMBRE;UNIDAD;MARCA
7D8889-CAT;BEARING COJINETE DE MANGUITO - CAT;UNIDADES;CAT
1884171-CAT;BEARING COJINETE DE RODILLOS CILINDRICOS - CAT;UNIDADES;CAT
1J4757-CAT;BEARING CONE - CAT;UNIDADES;CAT
1B3925-CTP;BEARING CUP - CTP;UNIDADES;CTP
2964292-CTP;BEARING GP PIL - CTP;UNIDADES;CTP
7E8923-CAT;BEARING KIT - CAT;UNIDADES;CAT
2436716-CAT;BEARING KT - CAT;UNIDADES;CAT
2478713-CAT;BEARING ROLLER - CAT;UNIDADES;CAT
0951022-CTP;BEARING ROLLER-COJINETE - CTP;UNIDADES;CTP
1950302-CAT;BEARING SLEE-COJINETE - CAT;UNIDADES;CAT
1969988-CAT;BEARING SLEE-COJINETE - CAT;UNIDADES;CAT
7Y4270-CAT;BEARING-COJINETE - CAT;UNIDADES;CAT
300061-CTP;BEARING-CONE - CTP;UNIDADES;CTP
3F5950-CTP;BEARING-CONE - CTP;UNIDADES;CTP
300060-CTP;BEARING-CUP - CTP;UNIDADES;CTP
2478715-CAT;BEARING-RODAMIENTO DE RODILLOS DE AUJAS - CAT;UNIDADES;CAT
2966220-CAT;BEARING-SPL - CAT;UNIDADES;CAT
NS7S909-NOK;BEARINGS - NOK;UNIDADES;NOK
1892216-CAT;BELT - CAT;UNIDADES;CAT
3572637-CAT;BELT - CAT;UNIDADES;CAT
3748493-CAT;BELT - CAT;UNIDADES;CAT
3748495-CAT;BELT - CAT;UNIDADES;CAT
3872124-CAT;BELT - CAT;UNIDADES;CAT
4429608-CAT;BELT - CAT;UNIDADES;CAT
5287235-CAT;BELT - CAT;UNIDADES;CAT
6073675-CAT;BELT - CAT;UNIDADES;CAT
9L6643-CAT;BELT - CAT;UNIDADES;CAT
3748485-CAT;BELT - CAT;UNIDADES;CAT
2228372-CTP;BELT - CTP-CORREA - CTP;UNIDADES;CTP
2977825-CTP;BELT - SERPENTINE - CTP;UNIDADES;CTP
9L6642-CTP;BELT SET - CTP;UNIDADES;CTP
1904155-CTP;BELT-8K - CTP;UNIDADES;CTP
3483785-CAT;BELT-CORREA - CAT;UNIDADES;CAT
3310292-CAT;BIELA - CAT;UNIDADES;CAT
3310292-CTP;BIELA - CTP;UNIDADES;CTP
5I7668-CTP;BIELA DE 262.4 - CTP;UNIDADES;CTP
8N1721-IPD;BIELA, PASADOR GRANDE (C?NICO) - IPD;UNIDADES;IPD
2487990-CAT;BLADE AS ESCOBILLA - CAT;UNIDADES;CAT
M2X150/M2X170-PRPR2013;BLOQUE DE CILINDROS (TIPO CAT.), HANDOK, S/M - HANDOK;UNIDADES;PRPR2013
A8VO107-PRPR3675;BLOQUE DE CILINDROS, HANDOK, S/M - HANDOK;UNIDADES;PRPR3675
M5X180-PRPR2012;BLOQUE DE CILINDROS, HANDOK, S/M - HANDOK;UNIDADES;PRPR2012
3778061-CAT;BLOQUE DE FUSIBLES USADO EN EL PANEL DISYUNTOR - CAT;UNIDADES;CAT
5848395-CAT;BLOQUEO DE LA PUERTA DEL RADIADOR DE LA ESTACION DEL OPERADOR - CAT;UNIDADES;CAT
3780509-BLUMAQ;BLUMAQ CONJUNTO DE ESTRUCTURA PISTON - BLUMAQ;UNIDADES;BLUMAQ
1621589-BLUMAQ;BLUMAQ GU?A DE VALVULA - BLUMAQ;UNIDADES;BLUMAQ
GSOHC7BQ-BLUMAQ;BLUMAQ KIT DE EMPAQUES - BLUMAQ;UNIDADES;BLUMAQ
3239531-CAT;BOBINA DE VALVULA MODULANTE DE CORRIENTE - CAT;UNIDADES;CAT
1747875-CTP;BOCINA - CTP;UNIDADES;CTP
4V8520-CTP;BOCINA - CTP;UNIDADES;CTP
6K4076-CTP;BOCINA-OJO COJINETE - CTP;UNIDADES;CTP
1225114-CTP;BOLA GUIA - CTP;UNIDADES;CTP
6E6155-CTP;BOLA GUIA - CTP;UNIDADES;CTP
0S1625-CAT;BOLT - CAT;UNIDADES;CAT
1004838-CAT;BOLT - CAT;UNIDADES;CAT
2255501-CAT;BOLT - CAT;UNIDADES;CAT
2296266-CAT;BOLT - CAT;UNIDADES;CAT
2767394-CAT;BOLT - CAT;UNIDADES;CAT
5F7136-CAT;BOLT - CAT;UNIDADES;CAT
5J4773-CAT;BOLT - CAT;UNIDADES;CAT
8T4184-CAT;BOLT - CAT;UNIDADES;CAT
8T6912-CAT;BOLT - CAT;UNIDADES;CAT
8T7950-CAT;BOLT - CAT;UNIDADES;CAT
5P8347-CAT;BOLT - CAT;UNIDADES;CAT
5P7971-CTP;BOLT - CTP;UNIDADES;CTP
2388292-CAT;BOLT - FLANGED - CAT;UNIDADES;CAT
4543206-CAT;BOLT - HET - CAT;UNIDADES;CAT
1395925-CAT;BOLT - SKT HD - CAT;UNIDADES;CAT
3599666-CAT;BOLT FLANG - CAT;UNIDADES;CAT
2388292-CTP;BOLT FLANGE HEAD - CTP;UNIDADES;CTP
4471722-CAT;BOLT HEX - CAT;UNIDADES;CAT
4T5074-CAT;BOLT-HEX HEA - CAT;UNIDADES;CAT
6Y0846-CAT;BOLT-PERNO - CAT;UNIDADES;CAT
1T0416-CTP;BOLT-PERNO - CTP;UNIDADES;CTP
2359651-CAT;BOLT-SOCKET - CAT;UNIDADES;CAT
4964800-CAT;BOMBA - CAT;UNIDADES;CAT
2552969-CTP;BOMBA - CTP;UNIDADES;CTP
1727762-CTP;BOMBA AGUA 140H - CTP;UNIDADES;CTP
1727765-CTP;BOMBA AGUA 330 BL - CTP;UNIDADES;CTP
3522123-CTP;BOMBA AGUA 330C-330D-336D - CTP;UNIDADES;CTP
3318905-CTP;BOMBA AGUA 336D - CTP;UNIDADES;CTP
2340636-CTP;BOMBA AGUA 420 D - CTP;UNIDADES;CTP
A8VO160-HANDOK;BOMBA ARMADA REMAN - HANDOK;UNIDADES;HANDOK
SBS140-REMAN;BOMBA ARMADA REMAN - REMAN;UNIDADES;REMAN
1898777-CTP;BOMBA DE ACEITE 3116 - 3126 - C7 - CTP;UNIDADES;CTP
1898777-IPD;BOMBA DE ACEITE 3116 - 3126 - C7 - IPD;UNIDADES;IPD
4200454-CAT;BOMBA DE ACEITE 329D2L - 330D2L - CAT;UNIDADES;CAT
4200454-CTP;BOMBA DE ACEITE 329D2L - 330D2L - CTP;UNIDADES;CTP
1068958-CTP;BOMBA DE ACEITE 330BL - CTP;UNIDADES;CTP
3318905-CAT;BOMBA DE ACEITE DE MOTOR - CAT;UNIDADES;CAT
3747136-CAT;BOMBA DE ACEITE DE MOTOR - CAT;UNIDADES;CAT
2258329-CTP;BOMBA DE ACEITE DE MOTOR - CTP;UNIDADES;CTP
3747136-CTP;BOMBA DE ACEITE DE MOTOR - CTP;UNIDADES;CTP
T423548-PERKINS;BOMBA DE AGUA (397-5682) - PERKINS;UNIDADES;PERKINS
3544754-CTP;BOMBA DE AGUA - 4854895 - CTP;UNIDADES;CTP
5579567-CAT;BOMBA DE AGUA - CAT;UNIDADES;CAT
5579567-CTP;BOMBA DE AGUA - CTP;UNIDADES;CTP
1786633-CTP;BOMBA DE AGUA - CTP;UNIDADES;CTP
2396142-CTP;BOMBA DE AGUA - CTP;UNIDADES;CTP
3522125-CTP;BOMBA DE AGUA - CTP;UNIDADES;CTP
3541672-CTP;BOMBA DE AGUA - CTP;UNIDADES;CTP
3975682-CAT;BOMBA DE AGUA 329E - CAT;UNIDADES;CAT
3975682-CTP;BOMBA DE AGUA 329E - CTP;UNIDADES;CTP
3522109-CTP;BOMBA DE AGUA Y REFRIGERANTE - CTP;UNIDADES;CTP
3522151-CAT;BOMBA DE AGUA-325 BL - CAT;UNIDADES;CAT
3522151-CTP;BOMBA DE AGUA-325 BL - CTP;UNIDADES;CTP
3522151-IPD;BOMBA DE AGUA-325 BL - IPD;UNIDADES;IPD
3522139-CAT;BOMBA DE AGUA-325 DL - CAT;UNIDADES;CAT
3522139-CTP;BOMBA DE AGUA-325 DL - CTP;UNIDADES;CTP
2396656-CTP;BOMBA DE CEBADO - CTP;UNIDADES;CTP
1052508-CTP;BOMBA DE CEBADO DE COMBUSTIBLE - CTP;UNIDADES;CTP
A8VO107-PRPR4223;BOMBA DE ENGRANAJES (10T, 2B, CW, 12,0 CC), HANDOK, S/M - HANDOK;UNIDADES;PRPR4223
SBS120D/SBS140D-PRPR2034;BOMBA DE ENGRANAJES (TIPO ?NICO) (16,8 CC), HANDOK, S/M - HANDOK;UNIDADES;PRPR2034
1262016-CAT;BOMBA DE ENGRANAJES PILOTO 325D-329D - CAT;UNIDADES;CAT
1262016-CTP;BOMBA DE ENGRANAJES PILOTO 325D-329D - CTP;UNIDADES;CTP
4234722-CAT;BOMBA DE GEROTOR BASICA - CAT;UNIDADES;CAT
4234722-CTP;BOMBA DE GEROTOR BASICA - CTP;UNIDADES;CTP
3752647-CAT;BOMBA DE INYECCI?N - CAT;UNIDADES;CAT
3689041-CAT;BOMBA DE INYECCION DE COMBUSTIBLE - CAT;UNIDADES;CAT
2590815-HDT;BOMBA DE PISTONES DE VENTILADOR - HDT;UNIDADES;HDT
2291859-CAT;BOMBA DE TRANSFERENCIA - CAT;UNIDADES;CAT
3261006-CAT;BOMBA DE TRANSFERENCIA - CAT;UNIDADES;CAT
4465409-CAT;BOMBA DE TRANSFERENCIA - CAT;UNIDADES;CAT
5525534-CAT;BOMBA DE TRANSFERENCIA - CAT;UNIDADES;CAT
1W1695-CTP;BOMBA DE TRANSFERENCIA DE COMBUSTIBLE - CTP;UNIDADES;CTP
2835992-CAT;BOMBA DEL VENTILADOR DE FLUIDOS HIDRAULICOS - CAT;UNIDADES;CAT
3966022-CAT;BOMBA GEROTOR DE ACEITE DEL MOTOR - CAT;UNIDADES;CAT
5891917-CAT;BOMBA HIDRAULICA - CAT;UNIDADES;CAT
3190677-CAT;BOMBA HWI - CAT;UNIDADES;CAT
1336912-CTP;BOMBA PILOTO 330 BL - CTP;UNIDADES;CTP
2897917-CTP;BOMBA PILOTO 336D - CTP;UNIDADES;CTP
4132A018-PERKINS;BOMBAS - PERKINS;UNIDADES;PERKINS
3519918-CAT;BOMBILLA HALOGENA - CAT;UNIDADES;CAT
1705183-CAT;BOQUILLA INYECCION DE COMBUSTIBLE - CAT;UNIDADES;CAT
1705187-CAT;BOQUILLA VALVULA DE COMBUSTIBLE - CAT;UNIDADES;CAT
8N7005-CAT;BOQUILLA VALVULA DE COMBUSTIBLE - CAT;UNIDADES;CAT
3854313-CAT;BOTADOR VARILLA DE EMPUJE ARBOL DE LEVAS - CAT;UNIDADES;CAT
3435527-CTP;BOWL AS FUEL - CTP;UNIDADES;CTP
3435527-CAT;BOWL AS FUEL-CONJUNTO DE RECIPIENTE DE COMBUSTIBLE - CAT;UNIDADES;CAT
4263160-CAT;BOX GP-STORA - CAT;UNIDADES;CAT
5244060-CAT;BOYA KIT DE TRANSMISOR COMBUSTIBLE - CAT;UNIDADES;CAT
4533595-CAT;BRACKET ALT-SOPORTE ALTERNADOR - CAT;UNIDADES;CAT
3729334-CAT;BRAZO DE LIMPIAPARABRISAS - CAT;UNIDADES;CAT
4I5020-CAT;BRAZO DE LIMPIAPARABRISAS - CAT;UNIDADES;CAT
9F5124-DHM;BRAZO ESCARIFICADOR-V?STAGO - DHM;UNIDADES;DHM
4240337-CAT;BRAZO LIMPIAPARABRIZA - CAT;UNIDADES;CAT
3632518-CAT;BREATHER - CAT;UNIDADES;CAT
4H6112-CAT;BREATHER - CAT;UNIDADES;CAT
2276221-CTP;BREATHER - CTP;UNIDADES;CTP
2W9162-CAT;BREATHER A-RESPIRADERO - CAT;UNIDADES;CAT
2044444-CAT;BREATHER AS - CAT;UNIDADES;CAT
4V2873-CTP;BRG SLEEVE - CTP;UNIDADES;CTP
0964402-CTP;BRG SLEEVE - CTP;UNIDADES;CTP
2131370-CTP;BRG SLEEVE GRAPHITED - CTP;UNIDADES;CTP
3E4895-CAT;BRIDA DE ACOPLAMIENTO - CAT;UNIDADES;CAT
3E4895-CTP;BRIDA DE ACOPLAMIENTO - CTP;UNIDADES;CTP
3E4895-HDT;BRIDA DE ACOPLAMIENTO - HDT;UNIDADES;HDT
1P5767-CAT;BRIDA DIVIDIDA - CAT;UNIDADES;CAT
3464712-CAT;BRIDGE-VALVE - CAT;UNIDADES;CAT
5008208-CAT;BROCHE - CAT;UNIDADES;CAT
9U0710-CAT;BROCHE - CAT;UNIDADES;CAT
0961628-CTP;BRONCE DE JOYSTICK - CTP;UNIDADES;CTP
1183921-HDT;BUCKET CILINDRO - STICK 325BL - HDT;UNIDADES;HDT
BUJE 100*116*100-P-MTR;BUJE 100*116*100 - MTR;UNIDADES;P-MTR
2417340-CTP;BUJE 100*116*110 LISO - CTP;UNIDADES;CTP
2097456-CTP;BUJE 40*44*24 - CTP;UNIDADES;CTP
9R0321-CTP;BUJE 40*53*20 - CTP;UNIDADES;CTP
9R0111-CTP;BUJE 40*53*38 - CTP;UNIDADES;CTP
9R0431-CTP;BUJE 45*-*32 - CTP;UNIDADES;CTP
9R0431-HDT;BUJE 45*-*32 - HDT;UNIDADES;HDT
2097460-CTP;BUJE 45*50*35 - CTP;UNIDADES;CTP
9R0320-CTP;BUJE 45*58*24 - CTP;UNIDADES;CTP
9R0411-CTP;BUJE 45*58*34 - CTP;UNIDADES;CTP
9R5828-CTP;BUJE 45*58*34 - CTP;UNIDADES;CTP
9R0411-HDT;BUJE 45*58*34 - HDT;UNIDADES;HDT
1680480-CTP;BUJE 45*58*36 - CTP;UNIDADES;CTP
2136703-CTP;BUJE 45*58*45 - CTP;UNIDADES;CTP
2136687-CTP;BUJE 50*63*25 - CTP;UNIDADES;CTP
50*63*34-CTP;BUJE 50*63*34 - CTP;UNIDADES;CTP
9R0162-CTP;BUJE 50*63*46 - CTP;UNIDADES;CTP
9R9505-CTP;BUJE 50*64*23 - CTP;UNIDADES;CTP
2136702-CTP;BUJE 50*64*43 - CTP;UNIDADES;CTP
3G4704-CTP;BUJE 51*63.5*35 - CTP;UNIDADES;CTP
9R0170-CTP;BUJE 55*68*45 - CTP;UNIDADES;CTP
2787066-CTP;BUJE 60*73*38 - CTP;UNIDADES;CTP
9R6690-CTP;BUJE 60*73*38 - CTP;UNIDADES;CTP
2096181-CTP;BUJE 60*73*50 - CTP;UNIDADES;CTP
2136683-CTP;BUJE 60*73*50 - CTP;UNIDADES;CTP
2785454-CTP;BUJE 60*74*22 - CTP;UNIDADES;CTP
2370944-CTP;BUJE 60*74*41 - CTP;UNIDADES;CTP
2627043-CTP;BUJE 65*78*30 - CTP;UNIDADES;CTP
2136682-CTP;BUJE 65*78*38 - CTP;UNIDADES;CTP
1024560-CTP;BUJE 65*78*43 - CTP;UNIDADES;CTP
2627044-CTP;BUJE 65*78*48 - CTP;UNIDADES;CTP
2787695-CTP;BUJE 65*84*43 - CTP;UNIDADES;CTP
2099887-CTP;BUJE 68*85*57 - CTP;UNIDADES;CTP
2201012-CTP;BUJE 70*83*49 - CTP;UNIDADES;CTP
9R4110-CTP;BUJE 70*83.5*33 - CTP;UNIDADES;CTP
2357769-CTP;BUJE 70*85*85 LISO - CTP;UNIDADES;CTP
2201013-CTP;BUJE 75*88*54 - CTP;UNIDADES;CTP
2201013-HDT;BUJE 75*88*54 - HDT;UNIDADES;HDT
BUJE 80*95*105-P-MTR;BUJE 80*95*105-P - MTR;UNIDADES;P-MTR
9R3756-CTP;BUJE 90*103*35 - CTP;UNIDADES;CTP
BUJE 90*106*90-P-MTR;BUJE 90*106*90-P - MTR;UNIDADES;P-MTR
130*140*340-BRONCE;BUJE AGUILON (130*140*340) - BRONCE;UNIDADES;BRONCE
130*140*340-HDT;BUJE AGUILON (130*140*340) - HDT;UNIDADES;HDT
1545404-CTP;BUJE BAQUELA 55*68*55 - CTP;UNIDADES;CTP
1545404-HDT;BUJE BAQUELA 55*68*55 - HDT;UNIDADES;HDT
3630528-CAT;BUJE BAQUELA 70*83.5*32 COJINETE DE MANGUITO - CAT;UNIDADES;CAT
3630528-CTP;BUJE BAQUELA 70*83.5*32 COJINETE DE MANGUITO - CTP;UNIDADES;CTP
3630528-HDT;BUJE BAQUELA 70*83.5*32 COJINETE DE MANGUITO - HDT;UNIDADES;HDT
100*110*100-BRONCE;BUJE BOTELLON (100*110*100) - BRONCE;UNIDADES;BRONCE
100*110*100-HDT;BUJE BOTELLON (100*110*100) - HDT;UNIDADES;HDT
5313531-HDT;BUJE COJINETE DE MANGUITO - HDT;UNIDADES;HDT
1608194-CAT;BUJE DE BIELA - CAT;UNIDADES;CAT
1608194-CTP;BUJE DE BIELA - CTP;UNIDADES;CTP
1608194-IPD;BUJE DE BIELA - IPD;UNIDADES;IPD
8N1849-CAT;BUJE DE BIELA -3306 - CAT;UNIDADES;CAT
8N1849-IPD;BUJE DE BIELA -3306 - IPD;UNIDADES;IPD
5I7528-CTP;BUJE DE BLOQUE DE CILINDROS - CTP;UNIDADES;CTP
3211452-CAT;BUJE DE CADENA - CAT;UNIDADES;CAT
3211462-CAT;BUJE DE CADENA - CAT;UNIDADES;CAT
8N4110-CAT;BUJE DE LEVAS -3306 - CAT;UNIDADES;CAT
8N4110-IPD;BUJE DE LEVAS -3306 - IPD;UNIDADES;IPD
4I6897-CTP;BUJE GRASERA INTERNA 80*95*85 - CTP;UNIDADES;CTP
0965625-CAT;BUJE GUIADOR 100*105*35 (PARA 4560200) - CAT;UNIDADES;CAT
0965625-CTP;BUJE GUIADOR 100*105*35 (PARA 4560200) - CTP;UNIDADES;CTP
1140757-CAT;BUJE GUIADOR 100*105*40 - CAT;UNIDADES;CAT
1140757-CTP;BUJE GUIADOR 100*105*40 - CTP;UNIDADES;CTP
0995572-CAT;BUJE GUIADOR 105*110*35 (PARA 5266137) - CAT;UNIDADES;CAT
0995572-CTP;BUJE GUIADOR 105*110*35 (PARA 5266137) - CTP;UNIDADES;CTP
1140760 (5938312)-CAT;BUJE GUIADOR 105*110*50 - CAT;UNIDADES;CAT
1140760 (5938312)-CTP;BUJE GUIADOR 105*110*50 - CTP;UNIDADES;CTP
1140762-CAT;BUJE GUIADOR 110*115*50 - CAT;UNIDADES;CAT
1140762-CTP;BUJE GUIADOR 110*115*50 - CTP;UNIDADES;CTP
1140761-CTP;BUJE GUIADOR 110*115*60 - CTP;UNIDADES;CTP
0964402-CAT;BUJE GUIADOR 85*90*30 (PARA 4560207) - CAT;UNIDADES;CAT
1140758-CAT;BUJE GUIADOR 90*95*40 - CAT;UNIDADES;CAT
1140758-CTP;BUJE GUIADOR 90*95*40 - CTP;UNIDADES;CTP
0964430-CAT;BUJE GUIADOR 95*100*30 (PARA 4560209) - CAT;UNIDADES;CAT
0964430-CTP;BUJE GUIADOR 95*100*30 (PARA 4560209) - CTP;UNIDADES;CTP
1289260-CAT;BUJE GUIADOR 95*100*40 - CAT;UNIDADES;CAT
1289260-CTP;BUJE GUIADOR 95*100*40 - CTP;UNIDADES;CTP
90*100*100-BRONCE;BUJE HUESITO (90*100*100) - BRONCE;UNIDADES;BRONCE
90*100*100-HDT;BUJE HUESITO (90*100*100) - HDT;UNIDADES;HDT
120*130*145-BRONCE;BUJE HUESO GRANDE (120*130*145) - BRONCE;UNIDADES;BRONCE
120*130*145-HDT;BUJE HUESO GRANDE (120*130*145) - HDT;UNIDADES;HDT
875548-CTP;BUJE LISO 100*116*120 - CTP;UNIDADES;CTP
2417341-CTP;BUJE LISO 110*130*100 - CTP;UNIDADES;CTP
2744274-CTP;BUJE LISO 50X60X65 - CTP;UNIDADES;CTP
9T2883-CTP;BUJE LISO 60*70*42 - CTP;UNIDADES;CTP
7Y2395-CTP;BUJE LISO 70*85*70 - CTP;UNIDADES;CTP
7Y3551-CTP;BUJE LISO 70*85*80 - CTP;UNIDADES;CTP
7Y5131-CTP;BUJE LISO 70*85*90 - CTP;UNIDADES;CTP
2417381-CTP;BUJE LISO 80*95*100 - CTP;UNIDADES;CTP
7Y5128-CTP;BUJE LISO 80*95*105 - CTP;UNIDADES;CTP
7Y4666-CTP;BUJE LISO 80*95*125 - CTP;UNIDADES;CTP
7Y3428-CTP;BUJE LISO 80*95*70 - CTP;UNIDADES;CTP
2417380-CTP;BUJE LISO 80*95*80 - CTP;UNIDADES;CTP
2417379-CTP;BUJE LISO 80*95*85 - CTP;UNIDADES;CTP
7Y5102-CTP;BUJE LISO 90*106*100 - CTP;UNIDADES;CTP
7Y5102-HDT;BUJE LISO 90*106*100 - HDT;UNIDADES;HDT
7Y3552-CTP;BUJE LISO 90*106*113 - CTP;UNIDADES;CTP
7Y4939-CTP;BUJE LISO 90*106*130 - CTP;UNIDADES;CTP
7Y2396-CTP;BUJE LISO 90*106*90 - CTP;UNIDADES;CTP
2285617-CTP;BUJE PUNTO 100*116*100 - CTP;UNIDADES;CTP
2285617-HDT;BUJE PUNTO 100*116*100 - HDT;UNIDADES;HDT
2417280-CTP;BUJE PUNTO 100*116*110 - CTP;UNIDADES;CTP
2285619-CTP;BUJE PUNTO 110*130*110 - CTP;UNIDADES;CTP
2285619-HDT;BUJE PUNTO 110*130*110 - HDT;UNIDADES;HDT
2285621-CTP;BUJE PUNTO 120*140*120 - CTP;UNIDADES;CTP
2285621-HDT;BUJE PUNTO 120*140*120 - HDT;UNIDADES;HDT
2291096-CTP;BUJE PUNTO 70*85*70 - CTP;UNIDADES;CTP
2285614-HDT;BUJE PUNTO 70*85*70 HDT - HDT;UNIDADES;HDT
2417231-CTP;BUJE PUNTO 70*85*80 - CTP;UNIDADES;CTP
2402915-CTP;BUJE PUNTO 80*95*105 - CTP;UNIDADES;CTP
2402915-HDT;BUJE PUNTO 80*95*105 - HDT;UNIDADES;HDT
2402912-CTP;BUJE PUNTO 80*95*70 - CTP;UNIDADES;CTP
2402913-CTP;BUJE PUNTO 80*95*80 - CTP;UNIDADES;CTP
2417382-CTP;BUJE PUNTO 80*95*95 - CTP;UNIDADES;CTP
2285615-CTP;BUJE PUNTO 90*106*90 - CTP;UNIDADES;CTP
2285615-HDT;BUJE PUNTO 90*106*90 - HDT;UNIDADES;HDT
1372817-CTP;BUJE RANURADO 100*116*100 - CTP;UNIDADES;CTP
1372818-CTP;BUJE RANURADO 100*116*110 - CTP;UNIDADES;CTP
1372821-CTP;BUJE RANURADO 110*130*120 - CTP;UNIDADES;CTP
1372919-CTP;BUJE RANURADO 80*95*80 - CTP;UNIDADES;CTP
1372819-CTP;BUJE RANURADO 90*106*90 - CTP;UNIDADES;CTP
BUJE DE CADENA 325-ALT;BUJE REGULAR CADENA 325 (15.5CM) - ALTERNATIVO;UNIDADES;ALT
BUJE DE CADENA 330-ALT;BUJE REGULAR CADENA 330 - ALTERNATIVO;UNIDADES;ALT
BUJE DE CADENA 320-ALT;BUJE REGULAR DE CADENA 320 - ALTERNATIVO;UNIDADES;ALT
90*100*260-BRONCE;BUJE VOLTEO (90*100*260) - BRONCE;UNIDADES;BRONCE
90*100*260-HDT;BUJE VOLTEO (90*100*260) - HDT;UNIDADES;HDT
7Y4254-CAT;BUJE, COJINETE - CAT;UNIDADES;CAT
5I7528-IPD;BUJE,IPD,S/M - IPD;UNIDADES;IPD
5I7529-IPD;BUJE,IPD,S/M - IPD;UNIDADES;IPD
5I7539-IPD;BUJE,IPD,S/M - IPD;UNIDADES;IPD
5I8009-IPD;BUJE,IPD,S/M - IPD;UNIDADES;IPD
2264364-CTP;BUJES DE TRANSMISION DEL MANDO FINAL - CTP;UNIDADES;CTP
1V8849-CAT;BUJES Y COJINETES DE MANGUITO - CAT;UNIDADES;CAT
4622235-CAT;BUJIA CALENTADOR - CAT;UNIDADES;CAT
2767478-CAT;BUSHING - CAT;UNIDADES;CAT
2285614-CTP;BUSHING - CTP;UNIDADES;CTP
3706545-CAT;BUSHING-BUJE DEL ARBOL DE LEVAS - CAT;UNIDADES;CAT
1484632-HDT;C1630A - SUN GEAR(2ND),SWING - HDT;UNIDADES;HDT
2095992-HDT;C1685-DRIVE SHAFT (2159952) - HDT;UNIDADES;HDT
1484705-HDT;C1688-RING GEAR(1ST),TRAVEL - HDT;UNIDADES;HDT
1141486 (1913235)-HDT;C1689-1-HUB, TRAVEL - HDT;UNIDADES;HDT
1484708-HDT;C1689-RING GEAR(2ND),TRAVEL - HDT;UNIDADES;HDT
1484715-HDT;C1690-COUPLING GEAR - HDT;UNIDADES;HDT
7Y1426-HDT;C1691-COVER(WITH PLUG) - HDT;UNIDADES;HDT
7Y1432-HDT;C298-PLANET CARRIER(1ST),TRAVEL - HDT;UNIDADES;HDT
7Y1433-HDT;C304-PLANET CARRIER(2ND),TRAVEL - HDT;UNIDADES;HDT
C305-HDT;C305-SPACER - HDT;UNIDADES;HDT
1912645-HDT;C3265B-COUPLING - HDT;UNIDADES;HDT
7Y0676-HDT;C3267-PLANET GEAR(1ST),TRAVEL - HDT;UNIDADES;HDT
7Y0656-HDT;C3268-PLANET SHAFT(1ST),TRAVEL - HDT;UNIDADES;HDT
7Y0731A-HDT;C3270 - C3268 ARMADO - HDT;UNIDADES;HDT
7Y0731-HDT;C3270-PLANET CARRIER(1ST),TRAVEL - HDT;UNIDADES;HDT
7Y0673-HDT;C3271-RING GEAR(1ST),TRAVEL - HDT;UNIDADES;HDT
1107231-HDT;C3272-SUN GEAR(2ND),TRAVEL - HDT;UNIDADES;HDT
7Y0661-HDT;C3276-PLANET SHAFT(2ND),TRAVEL - HDT;UNIDADES;HDT
7Y0639-HDT;C3279-SUN GEAR(3RD),TRAVEL - HDT;UNIDADES;HDT
7Y0642-HDT;C3287-RING GEAR(2ND,3RD),TRAVEL - HDT;UNIDADES;HDT
C3532-HDT;C3532-EJE DE 1107209 - HDT;UNIDADES;HDT
0940574-HDT;C3538-RETAINING RING - HDT;UNIDADES;HDT
7Y0896-HDT;C3552-COVER(WITH PLUG) - HDT;UNIDADES;HDT
1912674-HDT;C3595-SUN GEAR(1ST),TRAVEL - HDT;UNIDADES;HDT
C3597-HDT;C3597-EJE DE 1912678 - HDT;UNIDADES;HDT
2276119-HDT;C3610-PLANET CARRIER(3RD),TRAVEL - HDT;UNIDADES;HDT
1994503-HDT;C3613-COVER - HDT;UNIDADES;HDT
1912579-HDT;C3826A-PLANET CARRIER(1ST),SWING - HDT;UNIDADES;HDT
1719280-HDT;C3830A-RING GEAR,SWING - HDT;UNIDADES;HDT
1912694-HDT;C3831-SHAFT-PINION - HDT;UNIDADES;HDT
1912696-HDT;C3834-PLATE - HDT;UNIDADES;HDT
1484600-HDT;C3892-SUN GEAR(1ST),SWING - HDT;UNIDADES;HDT
1484602-HDT;C3893-PLANET GEAR(1ST),SWING - HDT;UNIDADES;HDT
1484608-HDT;C3894-PLANET SHAFT(1ST),SWING - HDT;UNIDADES;HDT
1912511-HDT;C3895-PLANET CARRIER(1ST),SWING - HDT;UNIDADES;HDT
1484601-HDT;C3896-SUN GEAR(2ND),SWING - HDT;UNIDADES;HDT
0961441-HDT;C3897-RETAINING RING - HDT;UNIDADES;HDT
1484603-HDT;C3898-PLANET GEAR(2ND),SWING - HDT;UNIDADES;HDT
1484611-HDT;C3899-WASHER - HDT;UNIDADES;HDT
1484609-HDT;C3900-PLANET SHAFT(2ND),SWING - HDT;UNIDADES;HDT
1484607-HDT;C3901-PLANET CARRIER(2ND),SWING - HDT;UNIDADES;HDT
1484604-HDT;C3904-RING GEAR,SWING - HDT;UNIDADES;HDT
1484605-HDT;C3905-SHAFT-PINION - HDT;UNIDADES;HDT
1141322-HDT;C3906-RETAINING RING - HDT;UNIDADES;HDT
1107149-HDT;C3907-RETAINING RING - HDT;UNIDADES;HDT
7I7611-HDT;C3909-PLATE - HDT;UNIDADES;HDT
1695585-HDT;C3919-HUB,TRAVEL - HDT;UNIDADES;HDT
